"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.325","0.47864",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.02","3","0.03","0.18343",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.47704","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.003","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","0.62052","0.003","2.5","carbide"
"Aluminum (Metric)","Harvey 0.013"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.013","3","0.019","0.36188",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.075","0.545",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.105"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.105","3","0.158","0.62974",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.3","0.795",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","1.06596","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.02","3","0.03","0.30576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.025","3","0.037","0.31244",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.25","0.41329",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.012"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.012","3","0.018","0.3556",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.075","0.40442",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.117","0.2202",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.025","3","0.038","0.41244",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.5","0.63005",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.022"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.022","3","0.033","0.41864",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.022","0.44142",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","1.07052","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","1.42422",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.055","3","0.56","0.69756",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","0.2202","0.01","1.5","carbide"
"Aluminum (Metric)","Harvey 0.024"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.024","3","0.036","0.43116",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","0.187","1.19096",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.017"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.017","3","0.026","0.33594",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.047","1.16404",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.065"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.065","3","0.5","0.62684",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","0.625","1.31596",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.155","0.53704",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.06","0.45232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.118","1.5465",,"3","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.186","0.30306",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.093","0.27345",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.67422","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.117","0.5525",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.095","3","0.285","0.37348",,"1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","0.21006",,"1.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.025","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.234","0.3372","0.025","1.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.187","0.44096",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.109","3","0.163","0.99282",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.375","0.5072",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.012","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.48622","0.012","2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.47704","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1875","3","1.125","1.72005",,"3","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","1","1.5638",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.5","0.5625","0.02","1.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","1","1.0625",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.085"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.085","3","0.127","0.22414",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.027"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.027","3","0.041","0.36898",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.07","3","0.5","1.16036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.093","2.04922",,"3","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.046","0.38304",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.07","0.9102",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.07","3","0.5","0.62147",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.25","3","0.375","3.12846","0.03","6","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.156","0.31929",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","0.7715","0.015","2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.037","0.1861",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.037","0.1861",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","1.07052","0.02","2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.06","0.69232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1","3","1","1.08931",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.5","0.5625",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Bull R0.003","Harvey General Use Endmills 3 Flute","bull nose end mill","0.015","3","0.022","0.33242","0.003","2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1875","3","1.125","1.72005",,"3","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.155","0.60204",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.018"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.018","3","0.027","0.39322",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1","3","1.2","1.28931",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","0.48968",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.08"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.08","3","0.12","0.38304",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.187","1.06596",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.093","0.79922","0.015","2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.03","0.40576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.015","3","0.022","0.37942","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","1","1.5638",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.312","0.47529",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.09","0.80268",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.07","1.1502",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.065"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.065","3","0.098","0.49402",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.075"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.075","3","0.112","0.5267",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.03","3","0.15","0.52878",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.08"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.08","3","0.12","0.79304","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1","3","0.75","0.83931",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.156","3","0.234","0.90523","0.03","3","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.09","0.20879",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.187","0.33314",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.022","0.33242",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.07","3","0.5","1.16036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.117","0.6965",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","1.97265","0.03","4","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.04","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","0.2495","0.04","1.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.25","3","0.375","1.37846",,"4","carbide"
"Aluminum (Metric)","Harvey 0.075"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.075","3","0.5","1.1517",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","1.09765","0.03","3","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.2","0.61232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.03","0.36576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.025","3","0.125","0.48744",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.008","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.38304","0.008","2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.055","3","0.082","0.46134",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","0.375","3.12846",,"6","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.95","1.08005",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.03","0.49576",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.07","3","0.21","0.32013",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.011"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.011","3","0.016","0.34934",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.025","3","0.15","0.31973",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","0.73622",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.109","0.28945",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.118","0.6965",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.02","3","0.06","0.21343","0.005","1.5","carbide"
"Aluminum (Metric)","Harvey 0.022"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.022","3","0.033","0.41864",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.155","0.53704",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.065"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.065","3","0.097","0.36402",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.093","3","0.279","0.40121",,"1.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","1.59765","0.01","3","carbide"
"Aluminum (Metric)","Harvey 0.075"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.075","3","0.112","0.3767",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.109","3","0.164","0.25636",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.118"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.118","3","0.354","0.42256",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.07","0.7702",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.25","0.3822",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/16"" 3F Bull R0.015","Harvey General Use Endmills 3 Flute","bull nose end mill","0.3125","3","0.47","1.78515","0.015","4","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.07","0.6252",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.06","0.69232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.3","0.44292",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.071","0.4502",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.5","0.6322",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.07","0.20005",,"1.5","carbide"
"Aluminum (Metric)","Harvey 5/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.3125","3","0.47","2.66015",,"4","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.38304","0.005","2.5","carbide"
